https://gb.ru/courses/950|Видеокурс Основы языка Python. Видеокурс Основы языка Python.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/952|Как учиться эффективно. Видеокурс от методистов GeekUniversity. Основы целеполагания для студентов GeekUniversity.|видеокурс|1 месяц|None|13167
https://gb.ru/courses/961|Скетчинг: начальный уровень. Скетчинг: начальный уровень.|онлайн-курс|1 месяц|None|13167
https://gb.ru/courses/968|Интернет-маркетолог. Free. Интернет-маркетолог. Free.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/996|Найм и подбор. Профессиональное мастерство 		.|онлайн-курс|1 месяц|None|19239
https://gb.ru/courses/1011|Laravel. Глубокое погружение. Laravel. Глубокое погружение.|онлайн-курс|1 месяц|None|13167
https://gb.ru/courses/1021|Методология управления проектом. Методология управления проектом.|видеокурс|1 месяц|None|16390
https://gb.ru/courses/1026|Взрывной рост в организации. HADI.|видеокурс|1|None|бесплатно
https://gb.ru/courses/1027|Как инвесторы читают презентацию стартапа. Инструкция по применению.|видеокурс|1|None|бесплатно
https://gb.ru/courses/1028|Смотрим на бизнес глазами инвестора. Инструкция по применению.|видеокурс|1|None|бесплатно
https://gb.ru/courses/1029|Ваш первый текст. Как сделать его хорошим.|видеокурс|1|None|бесплатно
https://gb.ru/courses/1031|Бизнес-тайм-менеджмент. Основы личной эффективности.|видеокурс|1|None|бесплатно
https://gb.ru/courses/1032|Тренды и целеполагание в дизайне. Последние тренды в дизайне.|видеокурс|1 месяц|None|11880
https://gb.ru/courses/1033|Погружение в диджитал. Подготовительный видеокурс.|видеокурс|1 месяц|None|16500
https://gb.ru/courses/1034|Гид по Instagram. Инструкция по применению.|видеокурс|1|None|бесплатно
https://gb.ru/courses/1035|Продвижение в Инстаграм. Инструкция по применению.|видеокурс|1|None|бесплатно
https://gb.ru/courses/1036|Оформление и защита прав на интеллектуальную собственность. Интеллектуальная собственность.|видеокурс|1|None|бесплатно
https://gb.ru/courses/1039|Dream Event. Организация мероприятий.|видеокурс|1|None|бесплатно
https://gb.ru/courses/1040|Вебинар. Базовые настройки.|видеокурс|1|None|бесплатно
