Разработка игр|Разработчик игр на Unity с нуля|Skillbox|68600|2021-06-16|11 мес.|https://skillbox.ru/course/unity-dev/
Разработка игр|VR-разработчик на Unreal Engine 4|Skillbox|41300|2021-06-16|2 мес.|https://skillbox.ru/course/vr-dev-unreal/
Разработка игр|Разработчик игр на Unreal Engine 4. Junior|Skillbox|39200|2021-06-16|5 мес.|https://skillbox.ru/course/unreal-engine-4-dev/
Разработка игр|Unreal Engine 4|Skillbox|||3 зан.|https://live.skillbox.ru/playlists/games/unreal-engine-4/|Видеозанятия в записи
Разработка игр|C#. Быстрый старт|GeekBrains|||7 зан.|https://gb.ru/courses/87|Видеозанятия в записи
Разработка игр|Делаем игру на Unity|LoftSchool|||11 зан.|https://loftschool.com/modules/892-delaem-igru-na-unity|Видеозанятия в записи
Разработка игр|Java. Быстрый старт|GeekBrains|||9 зан.|https://gb.ru/courses/109|Видеозанятия в записи
Разработка игр|Как стать разработчиком игр?|GeekBrains|||1 зан.|https://gb.ru/courses/2786|Онлайн-вебинары
Разработка игр|Как стать разработчиком игр на Unreal Engine 4|GeekBrains|||1 зан.|https://gb.ru/courses/2286|Онлайн-вебинары
Java-разработка|Java-разработчик|Skillbox|55300|2021-06-16|4 мес.|https://skillbox.ru/course/java/
Java-разработка|Java-разработчик с нуля до трудоустройства|Нетология|77940|2021-07-01|11 мес.|https://netology.ru/programs/java-developer/
Java-разработка|Факультет Java-разработки|GeekBrains|126000|2021-06-15|12 мес.|https://gb.ru/geek_university/java
Java-разработка|Профессия Java-разработчик|SkillFactory|99000|2021-06-29|14 мес.|https://skillfactory.ru/java
Java-разработка|Java/Android-разработчик (с 0 до PRO)|ProductStar|79900||12 мес.|https://productstar.ru/dev-java-full-course
Java-разработка|Основы Java|IMBA|39200||3 мес.|https://imba.ru/course/java
Java-разработка|Профессия Java-программист|Хекслет|122500||10 мес.|https://ru.hexlet.io/programs/java
Java-разработка|Онлайн-курс по Java|Hedu (Irs.academy)|29500||3 мес.|https://irs.academy/kurs_po_java
Java-разработка|Профессия Java-разработчик PRO|Skillbox|167760|2021-06-16|24 мес.|https://skillbox.ru/course/java-dev/
Java-разработка|Android-разработчик с нуля|Нетология|70740|2021-07-01|10 мес.|https://netology.ru/programs/android-app
Java-разработка|Программист Java|GeekBrains|120000|2021-06-15|7 мес.|https://gb.ru/professions/java_developer
Java-разработка|Курс: Java-разработчик|ProductStar|54900||6 мес.|https://productstar.ru/dev-java-course
Java-разработка|Профессия Java-разработчик|Skillbox|145440|2021-06-16|9 мес.|https://skillbox.ru/course/profession-java/
Java-разработка|Java. Уровень 2 Продвинутый курс|GeekBrains|15000|2021-06-14|1 мес.|https://gb.ru/courses/14
Java-разработка|Основы Java с 0|ProductStar|29900||2 мес.|https://productstar.ru/product-mini-course-java
Java-разработка|Enterprise технологии в Java-разработке|Skillbox|81200|2021-06-16|6 мес.|https://skillbox.ru/course/java-ee/
Java-разработка|Java. Уровень 3 Профессиональная разработка программного обеспечения|GeekBrains|15000|2021-06-16|1 мес.|https://gb.ru/courses/15
Java-разработка|Автоматизированное тестирование на Java|Skillbox|55300|2021-06-16|12 мес.|https://skillbox.ru/course/autotesting-java/
Java-разработка|Java. Уровень 1 Java SE 8 и выше|GeekBrains|15000|2021-06-15|1 мес.|https://gb.ru/courses/48
Java-разработка|Java-фреймворк Spring|Skillbox|23100|2021-06-16|4 мес.|https://skillbox.ru/course/java-framework-spring/
Java-разработка|Java-разработка|Skillbox|||3 зан.|https://live.skillbox.ru/playlists/code/java-razrabotka/|Видеозанятия в записи
Java-разработка|Java. Быстрый старт|GeekBrains|||9 зан.|https://gb.ru/courses/109|Видеозанятия в записи
Java-разработка|Java для Android-разработчиков|LoftSchool|||13 зан.|https://loftschool.com/modules/336-java-dlya-android-razrabotchikov|Видеозанятия в записи
Frontend-разработка|Frontend-разработчик|Skillbox|54600|2021-06-16|6 мес.|https://skillbox.ru/course/frontend-developer/
Frontend-разработка|Frontend-разработчик с нуля|Нетология|77940||13 мес.|https://netology.ru/programs/front-end/
Frontend-разработка|Факультет Frontend-разработки|GeekBrains|144000|2021-06-15|12 мес.|https://gb.ru/geek_university/frontend
Frontend-разработка|Специализация Frontend-разработчик|SkillFactory|51000|2021-06-14|7 мес.|https://skillfactory.ru/frontend
Frontend-разработка|React-разработчик|HTML Academy|119000|2021-08-24|14 мес.|https://htmlacademy.ru/profession/react
Frontend-разработка|Профессия Фронтенд-программист|Хекслет|98000||8 мес.|https://ru.hexlet.io/programs/frontend
Frontend-разработка|Онлайн-курс по frontend|Hedu (Irs.academy)|2850||4 мес.|https://irs.academy/kurs_po_frontend
